n,m,lb,ub,training,jobs,LPT,RL,time,once,five times,bound,fixed bound ,Error from LPT,Error RL from bound,Error LPT from bound ,Mean error from LPT,Error RL from bound,Error LPT from bound 
15,5,1,20,2500,"{4,5,5,5,8,9,11,11,12,17,18,19,19,19,19}",39,37,188.141325,24.91121258,55.91070523,17,35,5.128205128,5.405405405,10.25641026,,,
15,5,1,20,2500,"{6,8,8,9,13,14,15,15,15,16,16,17,18,18,19}",45,47.3,42.10276747,32.60179036,67.16719607,27,32,-5.111111111,32.34672304,28.88888889,,,
15,5,1,20,2500,"{5,5,6,7,7,8,8,8,13,13,15,15,16,18,19}",33,37.9,42.72065091,22.95019157,57.77777778,15,28,-14.84848485,26.12137203,15.15151515,,,
15,5,1,20,2500,"{2,2,3,5,5,7,8,8,13,13,14,14,14,19,20}",32,36,243.4938016,26.81127983,57.74403471,12,27,-12.5,25,15.625,,,
15,5,1,20,2500,"{3,3,5,8,10,10,11,11,11,12,14,14,16,16,20}",35,34,77.41448164,29.19200695,62.20677672,20,26,2.857142857,23.52941176,25.71428571,,,
15,5,1,20,2500,"{3,4,6,7,8,8,10,11,11,14,14,15,15,15,19}",33,33,204.3864052,41.27299851,69.66683242,16,28,0,15.15151515,15.15151515,,,
15,5,1,20,2500,"{4,4,5,7,7,8,9,9,10,13,13,14,15,16,18}",31,31,29.80843663,37.01492537,69.35323383,15,26,0,16.12903226,16.12903226,,,
15,5,1,20,2500,"{2,2,4,5,6,6,6,7,8,9,10,10,17,18,19}",28,26,73.0913806,29.57746479,61.09993293,12,19,7.142857143,26.92307692,32.14285714,,,
15,5,1,20,2500,"{1,3,3,4,4,4,8,8,13,14,17,18,19,20,20}",32,32,34.45750952,38.12881993,67.55994358,11,31,0,3.125,3.125,,,
15,5,1,20,2500,"{1,1,1,4,4,4,5,6,7,8,8,8,9,14,16}",20,20,62.27931261,25.49019608,56.67600373,8,16,0,20,20,,,
15,5,1,20,2500,"{1,1,2,3,4,6,7,8,8,11,13,13,14,16,16}",25,25,106.448885,39.15900131,66.81997372,10,24,0,4,4,,,
15,5,1,20,2500,"{1,2,3,3,4,4,5,7,13,14,16,18,19,19,20}",31,31,36.06558943,39.46167883,69.29744526,10,30,0,3.225806452,3.225806452,,,
15,5,1,20,2500,"{1,2,2,2,3,6,8,9,11,11,11,11,14,17,20}",26,26,82.75281143,32.41025641,63.07692308,9,22,0,15.38461538,15.38461538,,,
15,5,1,20,2500,"{2,2,4,7,9,10,11,13,13,14,15,16,17,19,20}",38,38,50.5135386,43.56725146,74.01315789,19,29,0,23.68421053,23.68421053,,,
15,5,1,20,2500,"{2,3,4,4,4,9,10,11,11,14,15,16,17,19,19}",32,38,33.12509036,32.2346737,64.83190508,13,29,-18.75,23.68421053,9.375,,,
15,5,1,20,2500,"{2,3,5,6,6,6,8,10,10,10,11,13,15,15,18}",29,28,39.62068009,23.33984375,53.3203125,12,21,3.448275862,25,27.5862069,,,
15,5,1,20,2500,"{1,2,3,4,4,4,5,8,8,14,15,16,19,20,20}",29,34,32.75635815,26.34500427,59.77796755,10,29,-17.24137931,14.70588235,0,,,
15,5,1,20,2500,"{1,4,5,6,6,9,10,11,11,11,13,16,19,20,20}",34,33,30.07818699,32.26437231,66.24951115,15,24,2.941176471,27.27272727,29.41176471,,,
15,5,1,20,2500,"{4,5,6,8,10,10,10,12,13,13,15,18,18,19,20}",38,37,60.86121249,35.9866716,67.23435765,20,28,2.631578947,24.32432432,26.31578947,,,
15,5,1,20,2500,"{1,3,4,4,5,5,6,9,11,11,14,16,16,16,17}",29,28,98.01544118,33.14886552,67.57055894,10,25,3.448275862,10.71428571,13.79310345,,,
15,5,1,20,2500,"{1,4,4,5,6,7,10,10,12,12,13,14,15,16,16}",30,30,33.97192335,39.64259664,69.65718454,13,25,0,16.66666667,16.66666667,,,
15,5,1,20,2500,"{1,3,4,11,12,12,12,13,14,16,16,17,18,19,20}",43,43.5,34.71408033,40.54765666,73.74934176,24,32,-1.162790698,26.43678161,25.58139535,,,
15,5,1,20,2500,"{6,6,6,7,8,9,9,13,14,14,15,15,17,18,20}",36,40,56.85176754,33.18345324,64.65827338,17,29,-11.11111111,27.5,19.44444444,,,
15,5,1,20,2500,"{2,3,5,5,6,11,12,12,13,14,14,16,18,19,19}",35,35,37.73610759,42.90502793,74.16201117,17,28,0,20,20,,,
15,5,1,20,2500,"{3,3,4,6,6,8,9,10,10,11,16,18,18,18,20}",33,33,164.0508611,38.13155386,67.01620591,14,27,0,18.18181818,18.18181818,,,
15,5,1,20,2500,"{1,2,2,3,3,4,7,7,8,12,13,14,14,18,20}",26,26,53.44771266,30.98159509,64.5194274,9,25,0,3.846153846,3.846153846,,,
15,5,1,20,2500,"{1,1,2,4,5,5,7,8,9,12,15,16,17,19,19}",29,29,71.85319686,40.44117647,68.77828054,10,27,0,6.896551724,6.896551724,,,
15,5,1,20,2500,"{1,2,4,5,6,7,7,10,12,13,16,18,19,20,20}",33,38.6,35.20649815,41.81721573,74.36238045,13,29,-16.96969697,24.87046632,12.12121212,,,
15,5,1,20,2500,"{2,5,7,7,8,9,9,11,11,12,12,15,18,20,20}",36,39.1,32.58155942,33.88272583,67.44849445,17,24,-8.611111111,38.61892583,33.33333333,,,
15,5,1,20,2500,"{2,3,5,6,9,9,12,12,13,13,14,14,18,19,20}",36,35,95.72718263,37.81094527,69.48590381,18,27,2.777777778,22.85714286,25,,,
15,5,1,20,2500,"{1,2,3,8,8,9,11,14,15,16,16,16,18,18,20}",37,36,115.5290639,42.40702479,73.19214876,17,32,2.702702703,11.11111111,13.51351351,,,
15,5,1,20,2500,"{1,1,3,6,9,11,14,15,17,18,19,19,20,20,20}",40,40,136.9241979,40.52748886,66.86478455,20,37,0,7.5,7.5,,,
15,5,1,20,2500,"{3,4,4,4,5,7,10,11,11,11,12,13,15,16,17}",30,30,31.29886913,33.98416887,64.74934037,12,23,0,23.33333333,23.33333333,,,
15,5,1,20,2500,"{1,2,3,4,4,6,8,8,9,9,13,18,18,18,19}",29,28,93.83836555,34.60337289,64.70955653,10,22,3.448275862,21.42857143,24.13793103,,,
15,5,1,20,2500,"{1,2,3,5,7,8,8,8,9,12,13,14,15,18,19}",30,34.6,35.19205332,36.14678899,69.29663609,15,25,-15.33333333,27.74566474,16.66666667,,,
15,5,1,20,2500,"{1,2,3,4,5,9,10,10,10,13,15,15,16,17,20}",30,32.8,78.81428075,34.95985176,69.67263743,14,28,-9.333333333,14.63414634,6.666666667,,,
15,5,1,20,2500,"{3,5,5,6,6,9,9,10,10,11,12,12,12,15,17}",29,32.7,206.1469402,19.66587112,50.69212411,15,23,-12.75862069,29.66360856,20.68965517,,,
15,5,1,20,2500,"{1,1,4,6,7,10,11,13,13,16,16,16,18,18,20}",36,35,105.0006952,41.5777439,68.71189024,17,32,2.777777778,8.571428571,11.11111111,,,
15,5,1,20,2500,"{1,3,3,6,6,7,8,10,12,13,13,13,16,17,17}",31,30,110.7941322,38.22874944,67.02269693,13,26,3.225806452,13.33333333,16.12903226,,,
15,5,1,20,2500,"{1,2,4,6,8,11,12,12,15,16,18,18,18,20,20}",38,37,490.1572912,31.11839027,61.86242396,19,34,2.631578947,8.108108108,10.52631579,,,
15,5,1,20,2500,"{1,2,4,5,6,6,9,9,11,14,14,15,16,18,19}",31,30,37.40821075,41.60671463,74.3804956,12,28,3.225806452,6.666666667,9.677419355,,,
15,5,1,20,2500,"{1,1,4,4,5,6,6,8,10,10,11,13,16,18,20}",28,27,27.27727437,29.9879081,64.28859331,11,21,3.571428571,22.22222222,25,,,
15,5,1,20,2500,"{1,4,6,8,10,10,10,11,14,14,18,18,18,20,20}",39,38,212.2875407,28.85866351,56.4163217,20,32,2.564102564,15.78947368,17.94871795,,,
15,5,1,20,2500,"{2,2,7,7,7,7,9,10,13,13,13,14,17,17,18}",33,32,30.57066393,27.71017699,59.67920354,14,26,3.03030303,18.75,21.21212121,,,
15,5,1,20,2500,"{3,6,7,10,11,12,12,13,15,15,16,17,18,18,19}",41,39,41.88380527,42.38470874,74.54490291,23,31,4.87804878,20.51282051,24.3902439,,,
15,5,1,20,2500,"{3,3,3,4,4,5,6,8,10,16,17,17,17,19,20}",33,33,252.833595,28.0853225,59.4718131,11,33,0,0,0,,,
15,5,1,20,2500,"{1,2,2,4,5,6,6,7,7,7,10,14,18,19,20}",26,26,28.5061729,22.47738344,54.14057063,11,20,0,23.07692308,23.07692308,,,
15,5,1,20,2500,"{1,3,4,7,7,8,10,10,13,13,16,16,17,17,20}",34,33,104.5350623,33.4452975,63.57965451,15,29,2.941176471,12.12121212,14.70588235,,,
15,5,1,20,2500,"{1,3,4,5,6,6,6,7,8,8,11,11,19,19,19}",28,27,87.83717942,18.62217438,49.40796555,12,19,3.571428571,29.62962963,32.14285714,,,
15,5,1,20,2500,"{2,2,2,4,5,5,5,6,13,14,18,19,20,20,20}",32,32,44.86453342,29.04019688,57.91632486,11,32,0,0,0,,,
15,5,1,20,2500,"{2,5,5,6,7,7,8,8,9,11,12,12,13,15,17}",28,28,72.416085,34.28571429,66.13756614,14,23,0,17.85714286,17.85714286,,,
15,5,1,20,2500,"{3,3,5,7,8,9,10,10,10,10,12,13,14,18,20}",32,31,25.92215919,28.79310345,62.24137931,17,22,3.125,29.03225806,31.25,,,
15,5,1,20,2500,"{2,5,6,6,7,12,12,14,17,17,17,18,18,19,19}",39,41.3,60.55086899,35.76877934,67.78169014,19,34,-5.897435897,17.67554479,12.82051282,,,
15,5,1,20,2500,"{1,3,4,5,6,11,13,13,14,16,16,17,17,17,18}",35,35,183.6126606,42.97924298,70.77737078,17,32,0,8.571428571,8.571428571,,,
15,5,1,20,2500,"{1,3,3,5,6,6,8,8,10,11,14,17,17,19,19}",31,30,70.86273742,35.61643836,66.33298209,12,25,3.225806452,16.66666667,19.35483871,,,
15,5,1,20,2500,"{1,1,3,4,7,7,8,8,8,9,11,12,17,20,20}",28,28,28.8583169,23.46857597,53.7788385,14,20,0,28.57142857,28.57142857,,,
15,5,1,20,2500,"{2,4,5,6,6,6,8,8,13,14,16,17,17,18,18}",34,32,64.16428065,34.94176373,69.49528564,12,30,5.882352941,6.25,11.76470588,,,
15,5,1,20,2500,"{2,2,3,6,6,7,8,9,12,13,16,18,18,18,20}",33,36.7,201.2645018,39.15892955,66.19333697,13,29,-11.21212121,20.98092643,12.12121212,,,
15,5,1,20,2500,"{6,10,10,11,12,12,13,13,15,15,16,16,17,17,18}",42,41,71.04902816,35.5,67.45454545,24,31,2.380952381,24.3902439,26.19047619,,,
15,5,1,20,2500,"{3,5,5,5,11,11,14,14,14,14,16,16,18,19,20}",41,38,33.85781813,20.62097247,51.55243117,22,30,7.317073171,21.05263158,26.82926829,,,
15,5,1,20,2500,"{1,1,3,6,7,7,11,12,13,15,15,15,17,17,17}",34,32,128.702292,38.72807018,66.97368421,14,30,5.882352941,6.25,11.76470588,,,
15,5,1,20,2500,"{3,4,6,7,7,9,9,9,9,11,12,13,17,17,20}",32,31,35.48919177,27.79097387,58.43230404,16,23,3.125,25.80645161,28.125,,,
15,5,1,20,2500,"{2,2,3,7,7,8,8,9,10,10,11,14,14,14,17}",29,31.4,115.7819421,22.7463802,56.56235404,15,21,-8.275862069,33.12101911,27.5862069,,,
15,5,1,20,2500,"{1,2,2,5,6,7,12,13,13,13,15,15,15,17,17}",33,32,242.5811942,26.08935466,58.3011583,13,28,3.03030303,12.5,15.15151515,,,
15,5,1,20,2500,"{3,3,4,5,5,9,11,12,13,13,13,15,15,17,20}",32,32,47.84765816,34.64314354,65.31676022,14,26,0,18.75,18.75,,,
15,5,1,20,2500,"{1,1,4,6,7,9,12,14,14,17,18,19,19,20,20}",38,37,73.0582006,39.08647141,66.80613668,16,35,2.631578947,5.405405405,7.894736842,,,
15,5,1,20,2500,"{1,8,9,10,13,13,14,16,16,17,17,17,18,18,20}",45,43,106.0027699,44.64794465,66.87016687,26,34,4.444444444,20.93023256,24.44444444,,,
15,5,1,20,2500,"{3,4,6,6,6,7,9,12,12,12,13,15,17,20,20}",33,33,32.02691078,30.23934618,61.58785756,13,25,0,24.24242424,24.24242424,,,
15,5,1,20,2500,"{2,2,4,4,6,8,8,12,14,14,15,15,16,16,20}",32,32,60.45973849,36.85800604,63.44410876,14,29,0,9.375,9.375,,,
15,5,1,20,2500,"{3,4,9,10,11,13,13,15,16,16,17,17,18,18,20}",43,41,91.82194471,40.33657639,72.20615304,24,33,4.651162791,19.51219512,23.25581395,,,
15,5,1,20,2500,"{3,4,5,6,7,11,12,12,12,13,14,16,17,17,20}",34,37.9,44.55810952,37.26851852,69.41550926,18,27,-11.47058824,28.75989446,20.58823529,,,
15,5,1,20,2500,"{2,4,6,8,8,8,11,12,13,13,13,15,16,18,20}",36,34,29.02338552,37.04230359,70.95627444,16,26,5.555555556,23.52941176,27.77777778,,,
15,5,1,20,2500,"{1,1,2,5,6,9,10,10,10,10,12,12,13,18,20}",29,29,58.24795079,22.97949337,54.16164053,15,22,0,24.13793103,24.13793103,,,
15,5,1,20,2500,"{1,1,2,2,7,11,13,14,14,14,17,18,19,19,20}",38,35,40.02257538,32.35781336,62.50690226,18,31,7.894736842,11.42857143,18.42105263,,,
15,5,1,20,2500,"{1,2,9,10,10,10,11,12,15,16,16,17,17,19,20}",40,38,58.84090757,40.33391916,70.8553017,20,32,5,15.78947368,20,,,
15,5,1,20,2500,"{1,2,3,4,5,6,10,11,12,16,17,18,19,19,20}",33,36.6,45.98927236,46.71805072,77.37444058,11,33,-10.90909091,9.836065574,0,,,
15,5,1,20,2500,"{1,2,4,6,8,9,11,11,12,13,15,15,18,18,20}",35,33,106.3026555,44.52554745,71.07184018,17,28,5.714285714,15.15151515,20,,,
15,5,1,20,2500,"{1,3,4,6,6,8,9,10,12,12,13,13,16,20,20}",31,33.1,77.32941246,32.47805537,66.98176907,14,25,-6.774193548,24.47129909,19.35483871,,,
15,5,1,20,2500,"{2,3,3,6,8,8,9,12,13,13,14,14,17,18,19}",35,33,69.28653431,40.21937843,68.41864717,16,27,5.714285714,18.18181818,22.85714286,,,
15,5,1,20,2500,"{2,4,4,4,7,10,12,12,14,14,15,15,17,17,20}",36,40.8,61.83734584,26.86170213,58.96656535,17,29,-13.33333333,28.92156863,19.44444444,,,
15,5,1,20,2500,"{1,1,5,6,7,8,10,11,12,13,13,14,17,18,20}",33,32,31.29482889,42.04288939,75.11286682,15,26,3.03030303,18.75,21.21212121,,,
15,5,1,20,2500,"{4,5,7,8,9,9,13,13,13,16,17,17,18,18,18}",38,41.5,97.25372505,28.10810811,58.91891892,18,33,-9.210526316,20.48192771,13.15789474,,,
15,5,1,20,2500,"{1,2,3,6,6,8,10,12,13,16,16,16,19,20,20}",35,35,108.5984111,45.12448133,69.67496542,14,32,0,8.571428571,8.571428571,,,
15,5,1,20,2500,"{1,2,2,2,3,3,4,9,12,15,15,17,17,18,19}",30,30,62.78875446,31.77441541,64.19073819,10,30,0,0,0,,,
15,5,1,20,2500,"{1,2,3,4,4,7,7,9,10,10,11,11,12,13,18}",25,25,59.86619163,37.24385246,65.21516393,11,21,0,16,16,,,
15,5,1,20,2500,"{3,3,3,4,5,7,9,9,10,11,13,14,14,16,16}",28,28,58.50039864,31.51111111,66.26666667,12,24,0,14.28571429,14.28571429,,,
15,5,1,20,2500,"{1,4,4,7,9,13,14,15,16,17,17,18,18,19,20}",42,50,60.45195532,41.38779528,74.8523622,22,34,-19.04761905,32,19.04761905,,,
15,5,1,20,2500,"{1,2,4,5,5,5,12,13,14,15,18,19,20,20,20}",36,36,85.01401019,38.79115922,67.83942264,12,33,0,8.333333333,8.333333333,,,
15,5,1,20,2500,"{1,6,7,8,10,10,11,11,11,13,14,16,18,20,20}",37,39,38.35608649,39.07547851,69.44745395,20,27,-5.405405405,30.76923077,27.02702703,,,
15,5,1,20,2500,"{1,2,3,5,6,6,9,9,12,12,14,14,16,18,20}",31,33.7,71.69096112,30.97884546,64.25242022,12,26,-8.709677419,22.84866469,16.12903226,,,
15,5,1,20,2500,"{4,5,7,8,11,13,13,14,15,15,16,16,18,19,19}",42,40,99.52740431,41.08040201,70.60301508,24,31,4.761904762,22.5,26.19047619,,,
15,5,1,20,2500,"{1,1,1,4,6,7,8,9,10,10,12,13,18,19,19}",28,28,32.24393916,31.12582781,63.50993377,13,22,0,21.42857143,21.42857143,,,
6,5,20,50,2000,"{26,28,32,36,39,44}",54,54,3.820185423,0,0,83,54,0,0,0,,,
6,5,20,50,2000,"{20,20,30,35,44,46}",46,46,3.760789156,0,0,90,46,0,0,0,,,
6,5,20,50,2000,"{24,24,41,41,47,48}",48,48,2.712913752,0,0,95,48,0,0,0,,,
6,5,20,50,2000,"{20,21,25,26,26,41}",41,41,2.724571705,0,0,67,41,0,0,0,,,
6,5,20,50,2000,"{28,29,35,35,39,42}",57,57,3.197955847,0,0,81,57,0,0,0,,,
6,5,20,50,2000,"{21,31,31,34,42,48}",52,52,3.163217545,0,0,90,52,0,0,0,,,
6,5,20,50,2000,"{22,32,34,40,49,50}",54,54,3.754014969,0,0,99,54,0,0,0,,,
6,5,20,50,2000,"{24,26,37,38,39,50}",50,50,3.258716583,0,0,89,50,0,0,0,,,
6,5,20,50,2000,"{24,32,38,41,42,49}",56,56,3.757176638,0,0,91,56,0,0,0,,,
6,5,20,50,2000,"{26,27,32,35,37,49}",53,53,3.755401373,0,0,86,53,0,0,0,,,
6,5,20,50,2000,"{21,21,24,27,28,35}",42,42,3.756439686,0,0,63,42,0,0,0,,,
6,5,20,50,2000,"{21,25,38,39,48,49}",49,49,3.826220751,0,0,97,49,0,0,0,,,
6,5,20,50,2000,"{23,34,37,41,46,48}",57,57,3.757783651,0,0,94,57,0,0,0,,,
6,5,20,50,2000,"{24,24,32,33,34,50}",50,50,3.761730433,0,0,84,50,0,0,0,,,
6,5,20,50,2000,"{24,27,29,30,36,42}",51,51,3.748817921,0,0,78,51,0,0,0,,,
6,5,20,50,2000,"{26,39,39,40,46,50}",65,65,3.163084507,0,0,96,65,0,0,0,,,
6,5,20,50,2000,"{24,26,26,43,44,48}",50,50,3.16571784,0,0,92,50,0,0,0,,,
6,5,20,50,2000,"{28,29,35,35,40,48}",57,57,3.25849247,0,0,88,57,0,0,0,,,
6,5,20,50,2000,"{31,32,42,45,48,50}",63,63,3.829400301,0,0,98,63,0,0,0,,,
6,5,20,50,2000,"{23,34,36,38,38,41}",57,57,3.21376729,0,0,79,57,0,0,0,,,
6,5,20,50,2000,"{22,23,24,30,40,47}",47,47,3.770637274,0,0,87,47,0,0,0,,,
6,5,20,50,2000,"{20,20,21,25,38,43}",43,43,3.759631157,0,0,81,43,0,0,0,,,
6,5,20,50,2000,"{22,31,32,33,35,39}",53,53,3.759379387,0,0,74,53,0,0,0,,,
6,5,20,50,2000,"{25,34,41,44,47,49}",59,59,3.763072729,0,0,96,59,0,0,0,,,
6,5,20,50,2000,"{22,28,32,45,48,48}",50,50,3.23807025,0,0,96,50,0,0,0,,,
6,5,20,50,2000,"{21,27,29,35,40,50}",50,50,3.813534021,0,0,90,50,0,0,0,,,
6,5,20,50,2000,"{26,37,41,50,50,50}",63,63,2.758050919,0,0,100,63,0,0,0,,,
6,5,20,50,2000,"{36,37,43,47,49,50}",73,73,3.766884089,0,0,99,73,0,0,0,,,
6,5,20,50,2000,"{20,21,27,27,35,36}",41,41,3.191986084,0,0,71,41,0,0,0,,,
6,5,20,50,2000,"{24,29,30,33,44,49}",53,53,3.77618742,0,0,93,53,0,0,0,,,
6,5,20,50,2000,"{20,21,27,29,31,40}",41,41,3.813929319,0,0,71,41,0,0,0,,,
6,5,20,50,2000,"{28,32,33,40,46,48}",60,60,3.752161741,0,0,94,60,0,0,0,,,
6,5,20,50,2000,"{20,25,29,33,39,43}",45,45,3.745299339,0,0,82,45,0,0,0,,,
6,5,20,50,2000,"{26,26,28,32,40,43}",52,52,3.771276951,0,0,83,52,0,0,0,,,
6,5,20,50,2000,"{23,24,25,35,47,48}",48,48,3.309095144,0,0,95,48,0,0,0,,,
6,5,20,50,2000,"{25,27,27,36,39,49}",52,52,3.305496454,0,0,88,52,0,0,0,,,
6,5,20,50,2000,"{24,25,25,36,45,50}",50,50,3.287552357,0,0,95,50,0,0,0,,,
6,5,20,50,2000,"{26,28,37,39,41,47}",54,54,3.752090454,0,0,88,54,0,0,0,,,
6,5,20,50,2000,"{25,31,32,36,45,49}",56,56,3.820420504,0,0,94,56,0,0,0,,,
6,5,20,50,2000,"{24,27,34,45,47,49}",51,51,3.751481771,0,0,96,51,0,0,0,,,
6,5,20,50,2000,"{20,35,45,47,47,47}",55,55,2.731663942,0,0,94,55,0,0,0,,,
6,5,20,50,2000,"{24,29,30,30,41,46}",53,53,3.243228912,0,0,87,53,0,0,0,,,
6,5,20,50,2000,"{27,34,35,37,41,45}",61,61,3.761898041,0,0,86,61,0,0,0,,,
6,5,20,50,2000,"{30,31,31,36,38,41}",61,61,3.214566469,0,0,79,61,0,0,0,,,
6,5,20,50,2000,"{21,25,29,34,42,47}",47,47,3.88049984,0,0,89,47,0,0,0,,,
6,5,20,50,2000,"{26,26,30,34,45,50}",52,52,3.793730021,0,0,95,52,0,0,0,,,
6,5,20,50,2000,"{23,31,39,43,44,47}",54,54,3.804628372,0,0,91,54,0,0,0,,,
6,5,20,50,2000,"{26,33,37,39,39,47}",59,59,3.335879564,0,0,86,59,0,0,0,,,
6,5,20,50,2000,"{22,24,26,32,36,46}",46,46,3.259632349,0,0,82,46,0,0,0,,,
6,5,20,50,2000,"{23,23,24,26,30,38}",46,46,3.759921312,0,0,68,46,0,0,0,,,
6,5,20,50,2000,"{22,25,28,40,48,49}",49,49,3.880947828,0,0,97,49,0,0,0,,,
6,5,20,50,2000,"{23,29,29,33,37,39}",52,52,3.251508713,0,0,76,52,0,0,0,,,
6,5,20,50,2000,"{34,35,38,41,41,50}",69,69,3.213078022,0,0,91,69,0,0,0,,,
6,5,20,50,2000,"{27,27,28,41,46,50}",54,54,3.763477087,0,0,96,54,0,0,0,,,
6,5,20,50,2000,"{23,24,28,43,47,48}",48,48,3.310820818,0,0,95,48,0,0,0,,,
6,5,20,50,2000,"{20,24,25,29,30,45}",45,45,3.826200485,0,0,75,45,0,0,0,,,
6,5,20,50,2000,"{23,33,39,45,46,48}",56,56,3.753713131,0,0,94,56,0,0,0,,,
6,5,20,50,2000,"{27,28,34,45,46,48}",55,55,3.761918545,0,0,94,55,0,0,0,,,
6,5,20,50,2000,"{24,28,29,40,49,49}",52,52,3.444090843,0,0,98,52,0,0,0,,,
6,5,20,50,2000,"{29,34,39,40,43,50}",63,63,3.820642233,0,0,93,63,0,0,0,,,
6,5,20,50,2000,"{33,36,37,38,42,45}",69,69,3.761132479,0,0,87,69,0,0,0,,,
6,5,20,50,2000,"{30,34,39,41,46,50}",64,64,3.759684563,0,0,96,64,0,0,0,,,
6,5,20,50,2000,"{20,24,30,31,36,49}",49,49,3.757619858,0,0,85,49,0,0,0,,,
6,5,20,50,2000,"{23,27,33,42,44,49}",50,50,3.753914118,0,0,93,50,0,0,0,,,
6,5,20,50,2000,"{30,36,37,40,43,45}",66,66,3.75917244,0,0,88,66,0,0,0,,,
6,5,20,50,2000,"{21,22,26,27,42,44}",44,44,3.822704554,0,0,86,44,0,0,0,,,
6,5,20,50,2000,"{23,31,39,43,45,47}",54,54,3.805064201,0,0,92,54,0,0,0,,,
6,5,20,50,2000,"{21,31,35,39,40,47}",52,52,3.767055273,0,0,87,52,0,0,0,,,
6,5,20,50,2000,"{24,31,32,37,46,49}",55,55,3.760045052,0,0,95,55,0,0,0,,,
6,5,20,50,2000,"{30,34,37,40,46,49}",64,64,3.760478735,0,0,95,64,0,0,0,,,
6,5,20,50,2000,"{27,34,39,40,43,48}",61,61,3.825274467,0,0,91,61,0,0,0,,,
6,5,20,50,2000,"{21,21,26,29,47,49}",49,49,3.757753849,0,0,96,49,0,0,0,,,
6,5,20,50,2000,"{23,27,30,31,32,39}",50,50,3.761772633,0,0,71,50,0,0,0,,,
6,5,20,50,2000,"{20,24,38,38,40,48}",48,48,3.20182848,0,0,88,48,0,0,0,,,
6,5,20,50,2000,"{21,22,30,33,38,46}",46,46,3.761775494,0,0,84,46,0,0,0,,,
6,5,20,50,2000,"{21,22,32,33,43,44}",44,44,3.306834221,0,0,87,44,0,0,0,,,
6,5,20,50,2000,"{20,39,42,42,47,49}",59,59,3.324998617,0,0,96,59,0,0,0,,,
6,5,20,50,2000,"{20,20,24,38,46,47}",47,47,3.825362444,0,0,93,47,0,0,0,,,
6,5,20,50,2000,"{20,23,25,26,33,39}",43,43,3.763739109,0,0,72,43,0,0,0,,,
6,5,20,50,2000,"{27,31,33,34,46,46}",58,58,3.230604649,0,0,92,58,0,0,0,,,
6,5,20,50,2000,"{24,32,36,38,40,44}",56,56,3.753323555,0,0,84,56,0,0,0,,,
6,5,20,50,2000,"{23,27,33,44,46,50}",50,50,3.256887674,0,0,96,50,0,0,0,,,
6,5,20,50,2000,"{22,26,27,40,47,49}",49,49,3.873629332,0,0,96,49,0,0,0,,,
6,5,20,50,2000,"{25,27,32,37,42,44}",52,52,3.763017893,0,0,86,52,0,0,0,,,
6,5,20,50,2000,"{20,22,29,41,43,46}",46,46,3.754342318,0,0,89,46,0,0,0,,,
6,5,20,50,2000,"{23,36,38,39,42,49}",59,59,3.753822088,0,0,91,59,0,0,0,,,
6,5,20,50,2000,"{24,25,26,27,35,38}",49,49,3.756425858,0,0,73,49,0,0,0,,,
6,5,20,50,2000,"{23,31,31,32,50,50}",54,54,2.656398296,0,0,100,54,0,0,0,,,
6,5,20,50,2000,"{20,21,31,33,40,47}",47,47,3.761081457,0,0,87,47,0,0,0,,,
6,5,20,50,2000,"{24,25,26,37,37,48}",49,49,3.27721858,0,0,85,49,0,0,0,,,
6,5,20,50,2000,"{24,26,42,42,45,48}",50,50,3.193436623,0,0,93,50,0,0,0,,,
6,5,20,50,2000,"{21,29,33,42,47,49}",50,50,3.822205305,0,0,96,50,0,0,0,,,
6,5,20,50,2000,"{24,31,31,34,39,50}",55,55,3.174669981,0,0,89,55,0,0,0,,,
6,5,20,50,2000,"{21,21,31,32,35,46}",46,46,3.756596804,0,0,81,46,0,0,0,,,
6,5,20,50,2000,"{30,30,43,44,48,50}",60,60,3.755939007,0,0,98,60,0,0,0,,,
6,5,20,50,2000,"{26,26,33,33,43,44}",52,52,3.189477205,0,0,87,52,0,0,0,,,
6,5,20,50,2000,"{24,29,37,38,39,49}",53,53,3.749752045,0,0,88,53,0,0,0,,,
6,5,20,50,2000,"{22,30,31,31,49,49}",52,52,2.816290855,0,0,98,52,0,0,0,,,
6,5,20,50,2000,"{21,28,31,37,38,46}",49,49,3.842923164,0,0,84,49,0,0,0,,,
6,5,20,50,2000,"{21,22,34,41,44,48}",48,48,3.748914719,0,0,92,48,0,0,0,,,
9,5,20,50,2000,"{20,21,22,26,32,39,40,42,44}",62,62,6.986212254,0,0,71,58,0,6.451612903,6.451612903,,,
9,5,20,50,2000,"{24,30,34,37,44,46,46,47,50}",81,81,6.550930738,0,0,90,81,0,0,0,,,
9,5,20,50,2000,"{20,24,30,30,34,41,44,46,48}",71,71,7.498409748,0,0,75,64,0,9.85915493,9.85915493,,,
9,5,20,50,2000,"{22,23,28,30,35,35,47,49,49}",71,71,6.889931202,0,0,70,65,0,8.450704225,8.450704225,,,
9,5,20,50,2000,"{20,21,21,23,25,28,39,46,49}",66,66,6.795798063,0,0,53,49,0,25.75757576,25.75757576,,,
9,5,20,50,2000,"{20,33,33,34,37,46,49,50,50}",82,82,6.858399391,0,0,83,71,0,13.41463415,13.41463415,,,
